name_game,year,recommend_count
FALLOUT 2: A POST NUCLEAR ROLE PLAYING GAME,2014,1
FALLOUT 2: A POST NUCLEAR ROLE PLAYING GAME,2015,4
FALLOUT 3,2010,4
FALLOUT 3,2013,2
FALLOUT 3,2014,9
FALLOUT 3,2015,5
FALLOUT 3: GAME OF THE YEAR EDITION,2010,4
FALLOUT 3: GAME OF THE YEAR EDITION,2011,2
FALLOUT 3: GAME OF THE YEAR EDITION,2012,2
FALLOUT 3: GAME OF THE YEAR EDITION,2013,8
FALLOUT 3: GAME OF THE YEAR EDITION,2014,13
FALLOUT 3: GAME OF THE YEAR EDITION,2015,20
FALLOUT 4,2015,161
FALLOUT 4 - AUTOMATRON,2016,5
FALLOUT 4 - CONTRAPTIONS WORKSHOP,2016,1
FALLOUT 4 - WASTELAND WORKSHOP,2016,3
FALLOUT 4 FAR HARBOR,2016,3
FALLOUT 4 SEASON PASS,2016,2
FALLOUT 4 VAULT-TEC WORKSHOP,2016,1
FALLOUT NEW VEGAS(R): GUN RUNNERS' ARSENAL(TM),2015,1
FALLOUT NEW VEGAS(R): LONESOME ROAD(TM),2011,1
FALLOUT NEW VEGAS: DEAD MONEY,2014,1
FALLOUT NEW VEGAS: OLD WORLD BLUES,2011,1
FALLOUT NEW VEGAS: OLD WORLD BLUES,2015,1
FALLOUT TACTICS: BROTHERHOOD OF STEEL,2015,1
FALLOUT: A POST NUCLEAR ROLE PLAYING GAME,2012,1
FALLOUT: A POST NUCLEAR ROLE PLAYING GAME,2013,1
FALLOUT: A POST NUCLEAR ROLE PLAYING GAME,2014,2
FALLOUT: A POST NUCLEAR ROLE PLAYING GAME,2015,2
FALLOUT: NEW VEGAS,2010,21
FALLOUT: NEW VEGAS,2011,3
FALLOUT: NEW VEGAS,2012,5
FALLOUT: NEW VEGAS,2013,15
FALLOUT: NEW VEGAS,2014,52
FALLOUT: NEW VEGAS,2015,48
FAMAZE,2015,1
FANTASY WARS,2011,1
FAR CRY 3,2012,9
FAR CRY 3,2013,20
FAR CRY 3,2014,52
FAR CRY 3,2015,14
FAR CRY 3 - BLOOD DRAGON,2013,7
FAR CRY 3 - BLOOD DRAGON,2014,9
FAR CRY 3 - BLOOD DRAGON,2015,1
FAR CRY(R),2012,1
FAR CRY(R),2014,2
FAR CRY(R),2015,1
FAR CRY(R) 2: FORTUNE'S EDITION,2013,3
FAR CRY(R) 2: FORTUNE'S EDITION,2014,4
FAR CRY(R) 2: FORTUNE'S EDITION,2015,1
FAR CRY(R) 3 DELUXE BUNDLE DLC,2013,1
FAR CRY(R) 4,2014,17
FAR CRY(R) 4,2015,13
FAR CRY(R) PRIMAL,2016,7
FARM FOR YOUR LIFE,2013,1
FARM FOR YOUR LIFE,2014,1
FARMING SIMULATOR 15,2014,14
FARMING SIMULATOR 15,2015,4
FARMING SIMULATOR 2013 TITANIUM EDITION,2013,8
FARMING SIMULATOR 2013 TITANIUM EDITION,2014,5
FARMING SIMULATOR 2013 TITANIUM EDITION,2015,2
FARSKY,2014,6
FARSKY,2015,2
FATE,2014,1
FATED SOULS,2015,1
FAULT - MILESTONE ONE,2015,1
FAULT - MILESTONE TWO SIDE:ABOVE,2015,3
FEED AND GROW: FISH,2016,2
FEEDING FRENZY 2 DELUXE,2014,2
FEZ,2013,3
FEZ,2014,13
FEZ,2015,7
FIELDRUNNERS 2,2015,1
FIESTA ONLINE NA,2014,1
FINAL DOOM,2010,1
FINAL EXAM,2014,1
FINAL FANTASY III,2014,1
FINAL FANTASY III,2015,1
FINAL FANTASY IV,2014,1
FINAL FANTASY IV,2015,1
FINAL FANTASY TYPE-0(TM) HD,2015,4
FINAL FANTASY V,2015,1
FINAL FANTASY VII,2013,6
FINAL FANTASY VII,2014,8
FINAL FANTASY VII,2015,6
FINAL FANTASY VIII,2013,5
FINAL FANTASY VIII,2014,4
FINAL FANTASY VIII,2015,2
FINAL FANTASY X/X-2 HD REMASTER,2016,4
FINAL FANTASY XIV ONLINE,2014,7
FINAL FANTASY XIV ONLINE,2015,3
FINAL FANTASY(R) XIII,2014,4
FINAL FANTASY(R) XIII,2015,3
FINAL FANTASY(R) XIII-2,2014,2
FINAL FANTASY(R) XIII-2,2015,2
FINAL RUSH,2014,2
FINDING TEDDY,2014,2
FINGERBONES,2014,1
FINGERBONES,2015,1
FIREFIGHTERS 2014,2014,1
FIREWATCH,2016,40
FISHING PLANET,2015,10
FIST OF AWESOME,2014,1
FISTFUL OF FRAGS,2014,72
FISTFUL OF FRAGS,2015,30
FIVE NIGHTS AT FREDDY'S,2014,38
FIVE NIGHTS AT FREDDY'S,2015,16
FIVE NIGHTS AT FREDDY'S 2,2014,24
FIVE NIGHTS AT FREDDY'S 2,2015,22
FIVE NIGHTS AT FREDDY'S 3,2015,19
FIVE NIGHTS AT FREDDY'S 4,2015,16
FLASHOUT 2,2014,1
FLATOUT,2010,1
FLATOUT,2014,1
FLATOUT,2015,1
FLATOUT 2(TM),2014,3
FLATOUT 2(TM),2015,1
FLATOUT: ULTIMATE CARNAGE,2010,1
FLATOUT: ULTIMATE CARNAGE,2014,1
FLESH EATERS,2015,1
FLIGHT CONTROL HD,2011,1
FLOATING POINT,2014,7
FLOATING POINT,2015,2
FLOWER SHOP: SUMMER IN FAIRBROOK,2014,1
FLOWERS -LE VOLUME SUR PRINTEMPS- DEMO,2016,1
FLYING TIGERS: SHADOWS OVER CHINA,2017,1
FOOTLOL: EPIC FAIL LEAGUE,2014,2
FOOTLOL: EPIC FAIL LEAGUE,2015,1
FORCED SHOWDOWN,2016,1
FORCED: SLIGHTLY BETTER EDITION,2015,2
FORD RACING 3,2010,1
FORD RACING 3,2015,2
FOREIGN LEGION: BUCKETS OF BLOOD,2011,1
FORGE QUEST,2013,1
FORGE QUEST,2014,2
FORK PARKER'S HOLIDAY PROFIT HIKE,2014,1
FORK PARKER'S HOLIDAY PROFIT HIKE,2015,1
FORSAKEN ISLE,2015,1
FORTIFIED,2016,1
FORTIX,2013,1
FORTRESS FOREVER,2015,1
FPV AIR TRACKS,2016,2
FRACTAL: MAKE BLOOMS NOT WAR,2013,1
FRACTURED SOUL,2015,1
FRACTURED SPACE,2014,1
FRACTURED SPACE,2015,9
FRACTURED SPACE,2016,6
FRAGMENTED,2017,1
FRAN BOW,2015,2
FREDDI FISH 5: THE CASE OF THE CREATURE OF CORAL COVE,2015,2
FREDDI FISH AND THE CASE OF THE MISSING KELP SEEDS,2010,1
FREDDI FISH AND THE CASE OF THE MISSING KELP SEEDS,2014,1
FREDERIC: EVIL STRIKES BACK,2014,1
FREE TO PLAY,2014,47
FREE TO PLAY,2015,5
FREEBIE,2016,1
FREEDOM PLANET,2014,4
FREESTYLE 2: STREET BASKETBALL,2015,9
FROM DUST,2011,2
FROM DUST,2014,1
FROM THE DEPTHS,2014,2
FROM THE DEPTHS,2015,6
FRONT MISSION EVOLVED,2012,1
FRONTLINES(TM): FUEL OF WAR(TM),2014,1
FROZEN FREE FALL: SNOWBALL FIGHT,2015,5
FROZEN SYNAPSE,2011,2
FROZEN SYNAPSE,2014,6
FROZEN SYNAPSE,2015,1
FSX: STEAM EDITION - DIAMOND DA40 ADD-ON,2015,1
FSX: STEAM EDITION - HD AIRPORT GRAPHICS ADD-ON,2016,1
FSX: STEAM EDITION - REX 4 TEXTURE DIRECT ENHANCED EDITION ADD-ON,2015,1
FTL: FASTER THAN LIGHT,2012,11
FTL: FASTER THAN LIGHT,2013,21
FTL: FASTER THAN LIGHT,2014,57
FTL: FASTER THAN LIGHT,2015,21
FTL: FASTER THAN LIGHT - SOUNDTRACK,2015,1
FULL MOJO RAMPAGE,2015,1
FUNK OF TITANS,2015,1
FURI,2016,1
FUSE,2013,2
FUSE,2015,1
GABEN: THE FINAL DECISION,2015,1
GALACTIC CIVILIZATIONS III,2015,6
GALACTIC CIVILIZATIONS(R) II: ULTIMATE EDITION,2012,1
GALACTIC CIVILIZATIONS(R) II: ULTIMATE EDITION,2013,1
GALACTIC CIVILIZATIONS(R) II: ULTIMATE EDITION,2014,1
GALACTIC STORM,2016,1
GALAGAN'S ISLAND: REPRYMIAN RISING,2015,1
GALCON 2: GALACTIC CONQUEST,2014,2
GALCON 2: GALACTIC CONQUEST,2015,2
GALCON FUSION,2015,1
GAME DEV TYCOON,2013,21
GAME DEV TYCOON,2014,23
GAME DEV TYCOON,2015,14
GAME OF THRONES - A TELLTALE GAMES SERIES,2014,12
GAME OF THRONES - A TELLTALE GAMES SERIES,2015,10
GAMMA BROS 1.5,2016,1
GANG BEASTS,2014,5
GANG BEASTS,2015,8
GANG BEASTS,2017,4
GAOKAO.LOVE.100DAYS,2015,2
GARBAGE DAY,2016,1
GARDENS INC. - FROM RAKES TO RICHES,2014,1
GARFIELD KART,2013,1
GARRY'S MOD,2010,119
GARRY'S MOD,2011,15
GARRY'S MOD,2012,34
GARRY'S MOD,2013,271
GARRY'S MOD,2014,594
GARRY'S MOD,2015,278
GAS GUZZLERS EXTREME,2014,1
GAS GUZZLERS EXTREME,2015,2
GASP,2015,1
GAUNTLET(TM) SLAYER EDITION,2014,6
GEAR UP,2014,3
GEAR UP,2015,12
GEMCRAFT - CHASING SHADOWS,2015,2
GEMINI RUE,2015,1
GEMS OF WAR - PUZZLE RPG,2014,2
GENDER BENDER DNA TWISTER EXTREME,2014,1
GENDER BENDER DNA TWISTER EXTREME,2015,2
GENESIS ONLINE,2015,1
GEOMETRY DASH,2014,25
GEOMETRY DASH,2015,40
GEOMETRY WARS(TM) 3: DIMENSIONS EVOLVED,2015,3
GEOMETRY WARS: RETRO EVOLVED,2014,4
GET OFF MY LAWN!,2014,1
GET RICH OR DIE GAMING,2015,1
GIMBAL,2013,1
GIMBAL,2015,1
GIRLFRIEND RESCUE,2015,1
GISH,2013,1
GLASSWIRE,2016,1
GLITCHSPACE,2014,1
GLORIA VICTIS,2016,2
GNOMORIA,2013,2
GNOMORIA,2014,1
GO! GO! NIPPON! ~MY FIRST TRIP TO JAPAN~,2011,1
GO! GO! NIPPON! ~MY FIRST TRIP TO JAPAN~,2014,5
GO! GO! NIPPON! ~MY FIRST TRIP TO JAPAN~,2015,6
GOAT SIMULATOR,2014,170
GOAT SIMULATOR,2015,28
GOAT SIMULATOR: GOATZ,2015,1
GOD FACTORY: WINGMEN,2015,1
GOD MODE,2013,3
GOD MODE,2014,3
GOD MODE,2015,1
GODS VS HUMANS,2014,1
GODS WILL BE WATCHING,2014,4
GODS WILL BE WATCHING,2015,1
GODUS WARS,2016,2
GOLDEN RUSH,2015,1
GOLF WITH YOUR FRIENDS,2016,14
GON' E-CHOO!,2015,1
GONE HOME,2013,7
GONE HOME,2014,15
GONE HOME,2015,6
GORKY 17,2014,2
GOTHAM CITY IMPOSTORS FREE TO PLAY,2012,10
GOTHAM CITY IMPOSTORS FREE TO PLAY,2013,17
GOTHAM CITY IMPOSTORS FREE TO PLAY,2014,33
GOTHAM CITY IMPOSTORS FREE TO PLAY,2015,11
GOVERNOR OF POKER 3,2016,2
GRAND AGES: ROME,2014,1
GRAND THEFT AUTO III,2010,3
GRAND THEFT AUTO III,2013,1
GRAND THEFT AUTO III,2014,1
GRAND THEFT AUTO III,2015,2
GRAND THEFT AUTO V,2015,231
GRAND THEFT AUTO: EPISODES FROM LIBERTY CITY,2010,1
GRAND THEFT AUTO: EPISODES FROM LIBERTY CITY,2011,1
GRAND THEFT AUTO: EPISODES FROM LIBERTY CITY,2013,1
GRAND THEFT AUTO: EPISODES FROM LIBERTY CITY,2014,4
GRAND THEFT AUTO: EPISODES FROM LIBERTY CITY,2015,1
GRAND THEFT AUTO: SAN ANDREAS,2010,2
GRAND THEFT AUTO: SAN ANDREAS,2012,1
GRAND THEFT AUTO: SAN ANDREAS,2013,6
GRAND THEFT AUTO: SAN ANDREAS,2014,14
GRAND THEFT AUTO: SAN ANDREAS,2015,6
GRAND THEFT AUTO: VICE CITY,2010,1
GRAND THEFT AUTO: VICE CITY,2013,1
GRAND THEFT AUTO: VICE CITY,2014,7
GRAND THEFT AUTO: VICE CITY,2015,7
GRANDIA(R) II ANNIVERSARY EDITION,2015,1
GRASS SIMULATOR,2015,7
GRATUITOUS SPACE BATTLES,2011,1
GRATUITOUS SPACE BATTLES,2012,1
GRATUITOUS SPACE BATTLES,2013,1
GRATUITOUS SPACE BATTLES,2015,2
GRAV,2015,3
GRAVE PROSPERITY: REDUX- PART 1,2015,1
GRAVILON,2015,1
GREED CORP,2011,1
GREY CUBES,2015,1
GREY GOO,2015,4
GREYFOX RPG,2015,1
GRID 2,2013,3
GRID 2,2014,10
GRID 2,2015,2
GRID AUTOSPORT,2014,2
GRID AUTOSPORT,2015,3
GRIM DAWN,2013,1
GRIM DAWN,2014,1
GRIM DAWN,2015,5
GRIM DAWN,2016,10
GRIM FANDANGO REMASTERED,2015,2
GRIMM,2014,3
GRIMOIRE: MANASTORM,2015,2
GTGD S1: MORE THAN A GAMER,2015,1
GUACAMELEE! GOLD EDITION,2014,8
GUACAMELEE! GOLD EDITION,2015,1
GUACAMELEE! SUPER TURBO CHAMPIONSHIP EDITION,2014,1
GUARDIANS OF ORION,2015,6
GUILD OF DUNGEONEERING,2015,1
GUILTY GEAR XRD -SIGN-,2015,1
GUMBOY TOURNAMENT,2012,1
GUNCRAFT,2014,2
GUNJITSU,2015,1
GUNMAN CLIVE,2014,3
GUNMAN CLIVE,2015,1
GUNPOINT,2013,13
GUNPOINT,2014,26
GUNPOINT,2015,11
GUNS AND ROBOTS,2014,1
GUNS OF ICARUS ONLINE,2012,3
GUNS OF ICARUS ONLINE,2013,8
GUNS OF ICARUS ONLINE,2014,30
GUNS OF ICARUS ONLINE,2015,16
GUNZ 2: THE SECOND DUEL,2014,21
GUNZ 2: THE SECOND DUEL,2015,2
H1Z1,2016,13
HACK 'N' SLASH,2014,1
HACKER EVOLUTION,2014,1
HACKER EVOLUTION,2015,1
HACKNET,2015,10
HALCYON 6: STARBASE COMMANDER,2016,1
HALF DEAD,2016,2
HALF MINUTE HERO: SUPER MEGA NEO CLIMAX ULTIMATE BOY,2014,5
HALF MINUTE HERO: THE SECOND COMING,2015,2
HALF-LIFE,2010,4
HALF-LIFE,2011,1
HALF-LIFE,2012,3
HALF-LIFE,2013,5
HALF-LIFE,2014,19
HALF-LIFE,2015,12
HALF-LIFE 2,2010,13
HALF-LIFE 2,2011,5
HALF-LIFE 2,2012,12
HALF-LIFE 2,2013,33
HALF-LIFE 2,2014,60
HALF-LIFE 2,2015,32
HALF-LIFE 2 SOUNDTRACK,2015,2
HALF-LIFE 2: DEATHMATCH,2010,2
HALF-LIFE 2: DEATHMATCH,2011,2
HALF-LIFE 2: DEATHMATCH,2013,4
HALF-LIFE 2: DEATHMATCH,2014,2
HALF-LIFE 2: EPISODE ONE,2010,1
HALF-LIFE 2: EPISODE ONE,2011,1
HALF-LIFE 2: EPISODE ONE,2012,1
HALF-LIFE 2: EPISODE ONE,2013,3
HALF-LIFE 2: EPISODE ONE,2014,2
HALF-LIFE 2: EPISODE ONE,2015,6
HALF-LIFE 2: EPISODE TWO,2011,3
HALF-LIFE 2: EPISODE TWO,2013,1
HALF-LIFE 2: EPISODE TWO,2014,6
HALF-LIFE 2: EPISODE TWO,2015,5
HALF-LIFE 2: LOST COAST,2013,3
HALF-LIFE 2: LOST COAST,2014,3
HALF-LIFE 2: LOST COAST,2015,2
HALF-LIFE 2: UPDATE,2015,4
HALF-LIFE DEATHMATCH: SOURCE,2013,1
HALF-LIFE: BEFORE,2013,2
HALF-LIFE: BEFORE,2015,1
HALF-LIFE: BLUE SHIFT,2010,1
HALF-LIFE: BLUE SHIFT,2015,3
HALF-LIFE: OPPOSING FORCE,2013,1
HALF-LIFE: OPPOSING FORCE,2014,1
HALF-LIFE: OPPOSING FORCE,2015,1
HALF-LIFE: SOURCE,2013,1
HALF-LIFE: SOURCE,2014,3
HALF-LIFE: SOURCE,2015,1
HALO: SPARTAN ASSAULT,2014,12
HALO: SPARTAN ASSAULT,2015,4
HALO: SPARTAN STRIKE,2015,1
HAMILTON'S GREAT ADVENTURE,2013,1
HAMMERFIGHT,2010,1
HAMMERFIGHT,2014,2
HAMMERWATCH,2013,1
HAMMERWATCH,2014,7
HAMMERWATCH,2015,2
HAND OF FATE,2014,2
HAND OF FATE,2015,6
HANDSOME JACK DOPPELGANGER PACK,2015,1
HARD RESET EXTENDED EDITION,2011,1
HARD RESET EXTENDED EDITION,2012,2
HARD RESET EXTENDED EDITION,2013,1
HARD RESET EXTENDED EDITION,2014,2
HARD RESET EXTENDED EDITION,2015,1
HARD RESET: EXILE DLC,2012,1
HARD ROOM,2016,1
HARD TRUCK APOCALYPSE / EX MACHINA,2015,1
HARDLAND,2014,1
HATOFUL BOYFRIEND,2014,3
HATOFUL BOYFRIEND,2015,5
HATRED,2015,2
HAUNT THE HOUSE: TERRORTOWN,2014,2
HEARTS OF IRON III,2010,1
HEARTS OF IRON III,2013,1
HEARTS OF IRON III,2014,5
HEARTS OF IRON III,2015,1
HEARTS OF IRON IV,2016,7
HEAVEN ISLAND - VR MMO,2015,2
HEAVY BULLETS,2014,1
HEKTOR,2015,1
HELEN'S MYSTERIOUS CASTLE,2016,1
HELIBORNE,2017,1
HELL YEAH! WRATH OF THE DEAD RABBIT,2012,1
HELLDIVERS(TM),2015,4
HELLDIVERS(TM) - WEAPONS PACK,2015,1
HER STORY,2015,1
HERO ACADEMY,2012,1
HERO ACADEMY,2014,1
HERO OF THE KINGDOM II,2015,2
HERO SIEGE,2014,10
HERO SIEGE,2015,4
HERO SIEGE - AMAZON (CLASS),2015,1
HEROES & GENERALS,2014,54
HEROES & GENERALS,2015,66
HEROES & GENERALS,2016,24
HEROES OF MIGHT & MAGIC V,2015,1
HEROES RISE: THE PRODIGY,2015,1
HEROINE'S QUEST: THE HERALD OF RAGNAROK,2014,2
HEXCELLS,2014,1
HEXCELLS,2015,3
HEXCELLS INFINITE,2014,3
HEXCELLS INFINITE,2015,1
HEXCELLS PLUS,2014,1
HEXCELLS PLUS,2015,1
HIDDEN OBJECT BUNDLE 4 IN 1,2014,1
HIDE & HOLD OUT - H2O,2016,1
HIGHSCHOOL ROMANCE,2015,2
HIGURASHI WHEN THEY CRY HOU - CH.1 ONIKAKUSHI,2015,1
HIT,2015,1
HITMAN 2: SILENT ASSASSIN,2013,1
HITMAN 2: SILENT ASSASSIN,2015,1
HITMAN(TM),2016,12
HITMAN: ABSOLUTION(TM),2012,9
HITMAN: ABSOLUTION(TM),2013,7
HITMAN: ABSOLUTION(TM),2014,26
HITMAN: ABSOLUTION(TM),2015,14
HITMAN: BLOOD MONEY,2010,2
HITMAN: BLOOD MONEY,2011,1
HITMAN: BLOOD MONEY,2012,1
HITMAN: BLOOD MONEY,2013,2
HITMAN: BLOOD MONEY,2014,2
HITMAN: BLOOD MONEY,2015,5
HITMAN: CONTRACTS,2010,1
HOCUS POCUS,2015,1
HOME,2013,1
HOME,2015,1
HOME IMPROVISATION: FURNITURE SANDBOX,2010,1
HOMEFRONT,2011,1
HOMEFRONT,2014,3
HOMEFRONT,2015,1
HOMEFRONT(R): THE REVOLUTION,2016,1
HOMEWORLD REMASTERED COLLECTION,2015,8
HOMEWORLD: DESERTS OF KHARAK,2016,1
HOOK,2015,4
HOSPITAL TYCOON,2010,1
HOSPITAL TYCOON,2015,1
"HOT DOGS, HORSESHOES & HAND GRENADES",2010,2
HOTLINE MIAMI,2012,16
HOTLINE MIAMI,2013,15
HOTLINE MIAMI,2014,45
HOTLINE MIAMI,2015,27
HOTLINE MIAMI 2: WRONG NUMBER,2015,13
"HOUSE OF 1,000 DOORS: FAMILY SECRETS COLLECTOR'S EDITION",2014,1
"HOUSE OF 1,000 DOORS: FAMILY SECRETS COLLECTOR'S EDITION",2015,1
HOUSE OF THE DYING SUN,2010,1
HOVER,2015,2
HOVER,2017,1
HOVER JUNKERS,2010,1
HOW DO YOU DO IT?,2014,1
HOW DO YOU DO IT?,2015,8
HOW TO SURVIVE,2013,2
HOW TO SURVIVE,2014,10
HOW TO SURVIVE,2015,12
HOW TO SURVIVE 2,2016,1
HUE,2016,1
HUMAN RESOURCE MACHINE,2015,4
HUNIECAM STUDIO,2016,2
HUNIEPOP,2015,27
HUNTED: THE DEMON'S FORGE(TM),2015,1
HURTWORLD,2015,15
HYDROPHOBIA: PROPHECY,2015,1
HYPER LIGHT DRIFTER,2016,6
HYPERDIMENSION NEPTUNIA RE;BIRTH1 / CHAO CI CI YUAN GEIMU NEPUTEYU-NURE;BIRTH1 / CHAO CI CI YUAN YOU XI ZHAN JI SHAO NU ZHONG SHENG 1,2015,21
HYPERDIMENSION NEPTUNIA RE;BIRTH2: SISTERS GENERATION / CHAO CI CI YUAN GEIMU NEPUTEYU-NURE;BIRTH2,2015,4
HYPERDIMENSION NEPTUNIA RE;BIRTH3 V GENERATION / SHEN CI CI YUAN GEIMU NEPUTEYU-NURE;BIRTH3 V CENTURY,2015,5
HYPERDIMENSION NEPTUNIA U: ACTION UNLEASHED,2016,2
HYPERSPACE INVADERS II: PIXEL EDITION,2015,1
I AM BREAD,2014,4
I AM BREAD,2015,10
I AM SETSUNA,2016,1
"I HAVE NO MOUTH, AND I MUST SCREAM",2010,1
IBB & OBB,2014,2
IBB & OBB,2015,4
IBOMBER DEFENSE,2013,1
IBOMBER DEFENSE PACIFIC,2013,1
ICHI,2015,1
IDLE CIVILIZATION,2015,1
IF MY HEART HAD WINGS,2015,4
IGGY'S EGG ADVENTURE,2015,1
IL-2 STURMOVIK: 1946,2012,1
IL-2 STURMOVIK: 1946,2014,3
IL-2 STURMOVIK: 1946,2015,2
IMMORTAL DEFENSE,2015,1
IMMUNE - TRUE SURVIVAL,2015,1
IMPOSSIBLE CREATURES STEAM EDITION,2015,1
IMSCARED,2016,2
INDIE GAME: THE MOVIE,2012,1
INDIE GAME: THE MOVIE,2014,1
INDIE GAME: THE MOVIE,2015,1
INDUSTRY GIANT 2,2015,1
INFECTONATOR: SURVIVORS,2014,1
INFESTED PLANET,2013,1
INFESTED PLANET,2014,3
INFESTED PLANET,2015,1
INFINIFACTORY,2015,3
INFINITY WARS: ANIMATED TRADING CARD GAME,2014,5
INFLUENT,2014,3
INFLUENT DLC - HANGUGEO [LEARN KOREAN],2014,1
INJUSTICE: GODS AMONG US ULTIMATE EDITION,2013,3
INJUSTICE: GODS AMONG US ULTIMATE EDITION,2014,6
INJUSTICE: GODS AMONG US ULTIMATE EDITION,2015,3
INK,2015,3
INMOMENTUM,2015,1
INSANIQUARIUM DELUXE,2012,1
INSANIQUARIUM DELUXE,2015,3
INSECTICIDE PART 1,2014,2
INSURGENCY,2013,4
INSURGENCY,2014,103
INSURGENCY,2015,62
INSURGENCY: MODERN INFANTRY COMBAT,2013,1
INSURGENCY: MODERN INFANTRY COMBAT,2014,1
INTAKE,2015,1
INTERPLANETARY,2014,3
INTERSTELLAR MARINES,2013,4
INTERSTELLAR MARINES,2014,9
INTERSTELLAR MARINES,2015,12
INTERSTELLAR RIFT,2015,1
INTO THE WAR,2015,1
INTRUSION 2,2012,1
INTRUSION 2,2013,1
INVASION,2015,1
INVISIBLE APARTMENT,2015,2
"INVISIBLE, INC.",2014,2
IONBALL 2: IONSTORM,2015,1
IRON FRONT: DIGITAL WAR EDITION,2012,1
IRON FRONT: DIGITAL WAR EDITION,2013,1
IRON GRIP: WARLORD,2010,1
IRON SKY: INVASION,2014,1
IRON SNOUT,2016,14
IRONCLAD TACTICS,2013,2
IS DEFENSE,2016,2
ISTROLID,2016,4
"IT CAME FROM SPACE, AND ATE OUR BRAINS",2015,1
ITTLE DEW,2015,1
JACK KEANE,2014,1
JACK LUMBER,2013,1
JACK LUMBER,2015,1
JAGGED ALLIANCE FLASHBACK,2014,1
JALOPY,2016,1
JAMESTOWN,2011,1
JAMESTOWN,2013,1
JAMESTOWN,2015,1
JANE'S ADVANCED STRIKE FIGHTERS,2015,1
JAZZPUNK: DIRECTOR'S CUT,2014,11
JAZZPUNK: DIRECTOR'S CUT,2015,2
JESUS CHRIST RPG TRILOGY,2016,2
JET SET RADIO,2012,4
JET SET RADIO,2014,1
JETS'N'GUNS GOLD,2014,1
JOINT OPERATIONS: COMBINED ARMS GOLD,2015,1
JOLLY ROVER,2011,1
JOTUN: VALHALLA EDITION,2015,1
JOURNEY OF A ROACH,2014,1
JOURNEYQUEST SEASON ONE,2010,1
JOURNEYQUEST SEASON TWO,2012,1
JUDGE DREDD: DREDD VS. DEATH,2015,2
JUNK JACK,2016,2
JUST CAUSE,2010,1
JUST CAUSE,2011,1
JUST CAUSE,2014,2
JUST CAUSE,2015,1
JUST CAUSE 2,2010,4
JUST CAUSE 2,2011,4
JUST CAUSE 2,2012,7
JUST CAUSE 2,2013,35
JUST CAUSE 2,2014,66
JUST CAUSE 2,2015,23
JUST CAUSE 2: MULTIPLAYER MOD,2013,35
JUST CAUSE 2: MULTIPLAYER MOD,2014,22
JUST CAUSE 2: MULTIPLAYER MOD,2015,14
JUST CAUSE(TM) 3,2015,45
JUST DESERTS,2016,1
KANE & LYNCH 2: DOG DAYS,2014,1
KANE & LYNCH 2: DOG DAYS,2015,1
KANE AND LYNCH: DEAD MEN(TM),2015,2
KEEP TALKING AND NOBODY EXPLODES,2010,2
KEEP TALKING AND NOBODY EXPLODES,2015,3
KERBAL SPACE PROGRAM,2013,26
KERBAL SPACE PROGRAM,2014,56
KERBAL SPACE PROGRAM,2015,38
KHET 2.0,2014,1
KILLER IS DEAD - NIGHTMARE EDITION,2014,1
KILLER IS DEAD - NIGHTMARE EDITION,2015,1
KILLING FLOOR,2010,20
KILLING FLOOR,2011,12
KILLING FLOOR,2012,9
KILLING FLOOR,2013,68
KILLING FLOOR,2014,115
KILLING FLOOR,2015,27
KILLING FLOOR 2,2015,77
KILLING FLOOR 2,2016,17
KILLING FLOOR: UNCOVERED,2015,8
KINDRED SPIRITS ON THE ROOF,2016,1
KINETIC VOID,2014,2
KING ARTHUR'S GOLD,2013,8
KING ARTHUR'S GOLD,2014,11
KING ARTHUR'S GOLD,2015,6
KING'S BOUNTY: ARMORED PRINCESS,2015,1
KING'S BOUNTY: LEGIONS,2013,1
KING'S BOUNTY: LEGIONS,2014,3
KING'S BOUNTY: THE LEGEND,2010,1
KING'S QUEST,2015,5
KINGDOM RUSH,2014,10
KINGDOM RUSH,2015,2
KINGDOM WARS,2013,1
KINGDOM WARS,2014,2
KINGDOM WARS,2015,6
KINGDOM: CLASSIC,2015,10
KINGDOM: NEW LANDS,2016,2
KINGDOMS,2015,2
KINGDOMS OF AMALUR: RECKONING(TM),2012,1
KINGDOMS OF AMALUR: RECKONING(TM),2013,1
KINGDOMS OF AMALUR: RECKONING(TM),2014,5
KINGDOMS OF AMALUR: RECKONING(TM),2015,5
KINGDOMS RISE,2013,2
KINGDOMS RISE,2014,2
KINGS OF KUNG FU,2014,1
KISMET,2010,1
KITTY POWERS' MATCHMAKER,2015,1
KLOCKI,2016,2
KNIGHTS OF HONOR,2014,1
KNIGHTS OF HONOR,2015,1
KNIGHTS OF PEN AND PAPER +1 EDITION,2014,3
KNOCK-KNOCK,2013,1
KOLD WAR PACK,2015,1
KORWIN THE GAME,2015,1
KRATER,2013,1
KUNG FU STRIKE - THE WARRIOR'S RISE,2014,1
KUNG FU STRIKE - THE WARRIOR'S RISE,2015,1
KUNG FU STRIKE: THE WARRIOR'S RISE - MASTER LEVEL,2014,1
KUNG FURY,2015,62
KUNG FURY: STREET RAGE,2015,7
L.A. NOIRE,2011,1
L.A. NOIRE,2013,4
L.A. NOIRE,2014,1
L.A. NOIRE,2015,4
LA-MULANA,2015,1
LABYRONIA RPG,2015,1
LABYRONIA RPG 2,2015,1
LAMBDA WARS BETA,2014,6
